101m Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1gjs Sequence Parse Errors: 5; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1gjt Sequence Parse Errors: 5; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1gjv Sequence Parse Errors: 30; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1gjy Sequence Parse Errors: 52; Helix Parse Errors: 0; Helix Extraction Errors: 11; Helix to Digit Errors: 17
1gk2 Sequence Parse Errors: 160; Helix Parse Errors: 0; Helix Extraction Errors: 46; Helix to Digit Errors: 0
1gk3 Sequence Parse Errors: 40; Helix Parse Errors: 0; Helix Extraction Errors: 11; Helix to Digit Errors: 0
1gks Sequence Parse Errors: 6; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1gkx Sequence Parse Errors: 30; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1gkz Sequence Parse Errors: 30; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1gli Sequence Parse Errors: 79; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1gln Sequence Parse Errors: 57; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1glp Sequence Parse Errors: 34; Helix Parse Errors: 0; Helix Extraction Errors: 14; Helix to Digit Errors: 0
1glq Sequence Parse Errors: 34; Helix Parse Errors: 0; Helix Extraction Errors: 14; Helix to Digit Errors: 0
1gm0 Sequence Parse Errors: 11; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1gm4 Sequence Parse Errors: 9; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 0
1gm5 Sequence Parse Errors: 65; Helix Parse Errors: 0; Helix Extraction Errors: 18; Helix to Digit Errors: 0
1gmb Sequence Parse Errors: 9; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 0
1gmg Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1gmz Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 7; Helix to Digit Errors: 0
1gn2 Sequence Parse Errors: 128; Helix Parse Errors: 0; Helix Extraction Errors: 48; Helix to Digit Errors: 0
1gn3 Sequence Parse Errors: 32; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1gn4 Sequence Parse Errors: 64; Helix Parse Errors: 0; Helix Extraction Errors: 21; Helix to Digit Errors: 0
1gn6 Sequence Parse Errors: 64; Helix Parse Errors: 0; Helix Extraction Errors: 24; Helix to Digit Errors: 0
1gnc Sequence Parse Errors: 20; Helix Parse Errors: 1; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1gne Sequence Parse Errors: 26; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1gni Sequence Parse Errors: 45; Helix Parse Errors: 0; Helix Extraction Errors: 16; Helix to Digit Errors: 0
1gnj Sequence Parse Errors: 45; Helix Parse Errors: 0; Helix Extraction Errors: 16; Helix to Digit Errors: 0
1gnw Sequence Parse Errors: 34; Helix Parse Errors: 0; Helix Extraction Errors: 18; Helix to Digit Errors: 0
1go3 Sequence Parse Errors: 48; Helix Parse Errors: 0; Helix Extraction Errors: 9; Helix to Digit Errors: 8
1go5 Sequence Parse Errors: 6; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1god Sequence Parse Errors: 11; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1got Sequence Parse Errors: 60; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 3
1gp2 Sequence Parse Errors: 61; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 3
1gp7 Sequence Parse Errors: 36; Helix Parse Errors: 0; Helix Extraction Errors: 14; Helix to Digit Errors: 9
1gpj Sequence Parse Errors: 33; Helix Parse Errors: 1; Helix Extraction Errors: 6; Helix to Digit Errors: 0
1gq1 Sequence Parse Errors: 89; Helix Parse Errors: 0; Helix Extraction Errors: 27; Helix to Digit Errors: 0
1gqa Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 0
1gqm Sequence Parse Errors: 84; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1grj Sequence Parse Errors: 13; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 0
1grl Sequence Parse Errors: 301; Helix Parse Errors: 0; Helix Extraction Errors: 56; Helix to Digit Errors: 0
1grn Sequence Parse Errors: 33; Helix Parse Errors: 0; Helix Extraction Errors: 14; Helix to Digit Errors: 6
1gs0 Sequence Parse Errors: 54; Helix Parse Errors: 0; Helix Extraction Errors: 24; Helix to Digit Errors: 10
1gs4 Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 6
1gs9 Sequence Parse Errors: 15; Helix Parse Errors: 1; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1gsb Sequence Parse Errors: 68; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1gsc Sequence Parse Errors: 68; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1gsd Sequence Parse Errors: 68; Helix Parse Errors: 0; Helix Extraction Errors: 24; Helix to Digit Errors: 0
1gse Sequence Parse Errors: 34; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1gsf Sequence Parse Errors: 68; Helix Parse Errors: 0; Helix Extraction Errors: 24; Helix to Digit Errors: 0
1gsq Sequence Parse Errors: 16; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1gsu Sequence Parse Errors: 34; Helix Parse Errors: 0; Helix Extraction Errors: 8; Helix to Digit Errors: 0
1gsy Sequence Parse Errors: 34; Helix Parse Errors: 0; Helix Extraction Errors: 14; Helix to Digit Errors: 0
1gsz Sequence Parse Errors: 147; Helix Parse Errors: 0; Helix Extraction Errors: 33; Helix to Digit Errors: 0
1gt0 Sequence Parse Errors: 25; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 3
1gt8 Sequence Parse Errors: 316; Helix Parse Errors: 0; Helix Extraction Errors: 115; Helix to Digit Errors: 0
1gta Sequence Parse Errors: 26; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1gtb Sequence Parse Errors: 26; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1gte Sequence Parse Errors: 316; Helix Parse Errors: 0; Helix Extraction Errors: 116; Helix to Digit Errors: 0
1gth Sequence Parse Errors: 316; Helix Parse Errors: 0; Helix Extraction Errors: 118; Helix to Digit Errors: 0
1gto Sequence Parse Errors: 16; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 1
1gtu Sequence Parse Errors: 68; Helix Parse Errors: 0; Helix Extraction Errors: 12; Helix to Digit Errors: 0
1gu2 Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 0
1gu6 Sequence Parse Errors: 140; Helix Parse Errors: 0; Helix Extraction Errors: 84; Helix to Digit Errors: 20
1gu9 Sequence Parse Errors: 168; Helix Parse Errors: 0; Helix Extraction Errors: 33; Helix to Digit Errors: 0
1guk Sequence Parse Errors: 36; Helix Parse Errors: 0; Helix Extraction Errors: 15; Helix to Digit Errors: 0
1gum Sequence Parse Errors: 146; Helix Parse Errors: 0; Helix Extraction Errors: 48; Helix to Digit Errors: 0
1guu Sequence Parse Errors: 4; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 2
1gux Sequence Parse Errors: 31; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 9
1gv2 Sequence Parse Errors: 9; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 4
1gv3 Sequence Parse Errors: 40; Helix Parse Errors: 0; Helix Extraction Errors: 17; Helix to Digit Errors: 0
1gv5 Sequence Parse Errors: 4; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 2
1gvd Sequence Parse Errors: 4; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 2
1gvh Sequence Parse Errors: 31; Helix Parse Errors: 0; Helix Extraction Errors: 7; Helix to Digit Errors: 0
1gvj Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 11; Helix to Digit Errors: 5
1gvn Sequence Parse Errors: 60; Helix Parse Errors: 0; Helix Extraction Errors: 8; Helix to Digit Errors: 17
1gw2 Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 9; Helix to Digit Errors: 0
1gw6 Sequence Parse Errors: 47; Helix Parse Errors: 0; Helix Extraction Errors: 17; Helix to Digit Errors: 0
1gwc Sequence Parse Errors: 54; Helix Parse Errors: 0; Helix Extraction Errors: 12; Helix to Digit Errors: 0
1gwg Sequence Parse Errors: 14; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1gwi Sequence Parse Errors: 64; Helix Parse Errors: 0; Helix Extraction Errors: 26; Helix to Digit Errors: 0
1gwo Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 9; Helix to Digit Errors: 0
1gwp Sequence Parse Errors: 13; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1gwq Sequence Parse Errors: 42; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 15
1gwr Sequence Parse Errors: 40; Helix Parse Errors: 0; Helix Extraction Errors: 8; Helix to Digit Errors: 14
1gws Sequence Parse Errors: 42; Helix Parse Errors: 0; Helix Extraction Errors: 21; Helix to Digit Errors: 3
1gwt Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1gwu Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 9; Helix to Digit Errors: 0
1gwx Sequence Parse Errors: 42; Helix Parse Errors: 0; Helix Extraction Errors: 13; Helix to Digit Errors: 10
1gx2 Sequence Parse Errors: 48; Helix Parse Errors: 0; Helix Extraction Errors: 22; Helix to Digit Errors: 0
1gxb Sequence Parse Errors: 108; Helix Parse Errors: 0; Helix Extraction Errors: 31; Helix to Digit Errors: 0
1gxd Sequence Parse Errors: 128; Helix Parse Errors: 0; Helix Extraction Errors: 29; Helix to Digit Errors: 0
1gxg Sequence Parse Errors: 7; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1gxh Sequence Parse Errors: 7; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1gxm Sequence Parse Errors: 52; Helix Parse Errors: 0; Helix Extraction Errors: 18; Helix to Digit Errors: 12
1gxn Sequence Parse Errors: 26; Helix Parse Errors: 0; Helix Extraction Errors: 8; Helix to Digit Errors: 7
1gxo Sequence Parse Errors: 26; Helix Parse Errors: 0; Helix Extraction Errors: 9; Helix to Digit Errors: 6
1gxp Sequence Parse Errors: 45; Helix Parse Errors: 1; Helix Extraction Errors: 8; Helix to Digit Errors: 8
1gxq Sequence Parse Errors: 10; Helix Parse Errors: 1; Helix Extraction Errors: 2; Helix to Digit Errors: 2
1gyg Sequence Parse Errors: 58; Helix Parse Errors: 0; Helix Extraction Errors: 14; Helix to Digit Errors: 0
1gyo Sequence Parse Errors: 18; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 0
1gyz Sequence Parse Errors: 5; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 2
1gza Sequence Parse Errors: 39; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1gzb Sequence Parse Errors: 39; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1gzs Sequence Parse Errors: 54; Helix Parse Errors: 0; Helix Extraction Errors: 16; Helix to Digit Errors: 16
1gzx Sequence Parse Errors: 46; Helix Parse Errors: 0; Helix Extraction Errors: 17; Helix to Digit Errors: 11
1h0a Sequence Parse Errors: 14; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1h0m Sequence Parse Errors: 80; Helix Parse Errors: 0; Helix Extraction Errors: 18; Helix to Digit Errors: 0
1h0n Sequence Parse Errors: 30; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 0
1h0o Sequence Parse Errors: 30; Helix Parse Errors: 0; Helix Extraction Errors: 7; Helix to Digit Errors: 0
1h0t Sequence Parse Errors: 11; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 2
1h12 Sequence Parse Errors: 32; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1h13 Sequence Parse Errors: 32; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1h14 Sequence Parse Errors: 32; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1h19 Sequence Parse Errors: 47; Helix Parse Errors: 0; Helix Extraction Errors: 17; Helix to Digit Errors: 0
1h1j Sequence Parse Errors: 4; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1h1o Sequence Parse Errors: 30; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 5
1h1x Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1h21 Sequence Parse Errors: 76; Helix Parse Errors: 0; Helix Extraction Errors: 18; Helix to Digit Errors: 0
1h29 Sequence Parse Errors: 160; Helix Parse Errors: 0; Helix Extraction Errors: 80; Helix to Digit Errors: 16
1h2t Sequence Parse Errors: 68; Helix Parse Errors: 0; Helix Extraction Errors: 26; Helix to Digit Errors: 20
1h2u Sequence Parse Errors: 136; Helix Parse Errors: 0; Helix Extraction Errors: 46; Helix to Digit Errors: 45
1h2v Sequence Parse Errors: 74; Helix Parse Errors: 0; Helix Extraction Errors: 20; Helix to Digit Errors: 19
1h35 Sequence Parse Errors: 147; Helix Parse Errors: 0; Helix Extraction Errors: 39; Helix to Digit Errors: 0
1h36 Sequence Parse Errors: 147; Helix Parse Errors: 0; Helix Extraction Errors: 42; Helix to Digit Errors: 0
1h37 Sequence Parse Errors: 147; Helix Parse Errors: 0; Helix Extraction Errors: 40; Helix to Digit Errors: 0
1h39 Sequence Parse Errors: 147; Helix Parse Errors: 0; Helix Extraction Errors: 42; Helix to Digit Errors: 0
1h3a Sequence Parse Errors: 147; Helix Parse Errors: 0; Helix Extraction Errors: 40; Helix to Digit Errors: 0
1h3b Sequence Parse Errors: 147; Helix Parse Errors: 0; Helix Extraction Errors: 36; Helix to Digit Errors: 0
1h3c Sequence Parse Errors: 147; Helix Parse Errors: 0; Helix Extraction Errors: 37; Helix to Digit Errors: 0
1h3l Sequence Parse Errors: 14; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 7
1h3n Sequence Parse Errors: 68; Helix Parse Errors: 0; Helix Extraction Errors: 25; Helix to Digit Errors: 0
1h3o Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 6
1h4b Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1h4i Sequence Parse Errors: 106; Helix Parse Errors: 0; Helix Extraction Errors: 36; Helix to Digit Errors: 0
1h4j Sequence Parse Errors: 212; Helix Parse Errors: 0; Helix Extraction Errors: 72; Helix to Digit Errors: 0
1h4l Sequence Parse Errors: 70; Helix Parse Errors: 0; Helix Extraction Errors: 19; Helix to Digit Errors: 12
1h4r Sequence Parse Errors: 50; Helix Parse Errors: 0; Helix Extraction Errors: 8; Helix to Digit Errors: 0
1h54 Sequence Parse Errors: 116; Helix Parse Errors: 0; Helix Extraction Errors: 31; Helix to Digit Errors: 0
1h55 Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1h57 Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1h58 Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1h5a Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1h5c Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1h5d Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1h5e Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1h5f Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1h5g Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1h5h Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1h5i Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1h5j Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1h5k Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1h5l Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1h5m Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1h5z Sequence Parse Errors: 35; Helix Parse Errors: 0; Helix Extraction Errors: 13; Helix to Digit Errors: 0
1h67 Sequence Parse Errors: 9; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 2
1h6g Sequence Parse Errors: 41; Helix Parse Errors: 1; Helix Extraction Errors: 3; Helix to Digit Errors: 17
1h6k Sequence Parse Errors: 201; Helix Parse Errors: 1; Helix Extraction Errors: 63; Helix to Digit Errors: 64
1h6o Sequence Parse Errors: 16; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 6
1h6p Sequence Parse Errors: 32; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 15
1h7c Sequence Parse Errors: 9; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1h7i Sequence Parse Errors: 15; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1h7w Sequence Parse Errors: 316; Helix Parse Errors: 0; Helix Extraction Errors: 117; Helix to Digit Errors: 0
1h7x Sequence Parse Errors: 316; Helix Parse Errors: 0; Helix Extraction Errors: 116; Helix to Digit Errors: 0
1h88 Sequence Parse Errors: 29; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 6
1h89 Sequence Parse Errors: 27; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 4
1h8a Sequence Parse Errors: 26; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 5
1h8b Sequence Parse Errors: 17; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1h8e Sequence Parse Errors: 271; Helix Parse Errors: 0; Helix Extraction Errors: 81; Helix to Digit Errors: 26
1h8h Sequence Parse Errors: 256; Helix Parse Errors: 0; Helix Extraction Errors: 76; Helix to Digit Errors: 24
1h96 Sequence Parse Errors: 14; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1h97 Sequence Parse Errors: 25; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 0
1h99 Sequence Parse Errors: 18; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 8
1h9e Sequence Parse Errors: 9; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1h9f Sequence Parse Errors: 9; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1h9g Sequence Parse Errors: 19; Helix Parse Errors: 0; Helix Extraction Errors: 7; Helix to Digit Errors: 7
1h9t Sequence Parse Errors: 42; Helix Parse Errors: 1; Helix Extraction Errors: 11; Helix to Digit Errors: 15
1h9u Sequence Parse Errors: 72; Helix Parse Errors: 1; Helix Extraction Errors: 28; Helix to Digit Errors: 24
1h9x Sequence Parse Errors: 88; Helix Parse Errors: 0; Helix Extraction Errors: 19; Helix to Digit Errors: 0
1h9y Sequence Parse Errors: 88; Helix Parse Errors: 0; Helix Extraction Errors: 19; Helix to Digit Errors: 0
